Country,happiness_score,gdp_per_capita,family,health,freedom,generosity,government_trust,dystopia_residual,continent,Year_x,social_support,cpi_score,Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year_y,Life Expectancy at birth,BMI,Alcohol,Tuberculosis,Syphilis,Chlamydia,Gonorrhoea,Trichomoniasis,Genital herpes,Other STDs,HIV/AIDS,Diarrhoeal diseases,Whooping cough,Diphtheria,Measles,Tetanus,Meningitis,Encephalitis,Acute hepatitis A,Acute hepatitis B,Acute hepatitis C,Acute hepatitis E,Malaria,African Trypanosomiasis,Chagas disease,Schistosomiasis,Leishmaniasis,lymphatic filariasis,Onchocerciasis,Cysticercosis,Echinococcosis,Dengue,Trachoma,Yellow fever,Rabies,Ascariasis,Trichuriasis,Hookworm disease,Food-bourne trematodes,Leprosy,Lower respiratory infections,Upper respiratory infections,Otitis media,Preterm birth complications,Birth asphyxia and birth trauma,Neonatal sepsis and infections,Other neonatal conditions,Protein-energy malnutrition,Iodine deficiency,Vitamin A deficiency,Iron-deficiency anaemia,Other nutritional deficiencies,Mouth and oropharynx cancers,Oesophagus cancer,Stomach cancer,Colon and rectum cancers,Liver cancer,Pancreas cancer,"Trachea, bronchus, lung cancers",Malignant skin melanoma,Non-melanoma skin cancer,Breast cancer,Cervix uteri cancer,Corpus uteri cancer,Ovary cancer,Prostate cancer,Testicular cancer,Kidney cancer,Bladder cancer,Brain and nervous system cancers,Gallbladder and biliary tract cancer,Larynx cancer,Thyroid cancer,Hodgkin lymphoma,Non-Hodgkin lymphoma,Multiple myeloma,Leukaemia,Diabetes mellitus,"Endocrine, blood, immune disorders",Depressive disorders,Bipolar disorder,Schizophrenia,Alcohol use disorders,Drug use disorders,Anxiety disorders,Eating disorders,Autism and Asperger syndrome,Childhood behavioural disorders,Idiopathic intellectual disability,Alzheimer disease and other dementias,Parkinson disease,Epilepsy,Multiple sclerosis,Migraine,Non-migraine headache,Other neurological conditions,Sense organ diseases,Rheumatic heart disease,Hypertensive heart disease,Ischaemic heart disease,Stroke,"Cardiomyopathy, myocarditis, endocarditis",Other circulatory diseases,Chronic obstructive pulmonary disease,Asthma,Peptic ulcer disease,Cirrhosis of the liver,Appendicitis,Gastritis and duodenitis,Paralytic ileus and intestinal obstruction,Inflammatory bowel disease,Gallbladder and biliary diseases,Pancreatitis,Kidney diseases,Benign prostatic hyperplasia,Urolithiasis,Other urinary diseases,Infertility,Gynecological diseases,Skin diseases,Rheumatoid arthritis,Osteoarthritis,Gout,Back and neck pain,Other musculoskeletal disorders,Neural tube defects,Cleft lip and cleft palate,Down syndrome,Congenital heart anomalies,Other chromosomal anomalies,Other congenital anomalies,Oral conditions,Sudden infant death syndrome,Road injury,Poisonings,Falls,"Fire, heat and hot substances",Drowning,Exposure to mechanical forces,Natural disasters,Other unintentional injuries,Self-harm,Interpersonal violence,Collective violence and legal intervention
Indonesia,5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322,2.03171,Asia,2019,0.0,40,92,Indonesia,5.192,0.931,1.203,0.66,0.491,0.498,0.028,2019.0,71.35,,0.2165,45.038474120000004,1.0832091825,0.0075139035,0.02498165,0.0,0.0,0.0226183685,17.16025409,31.982968085,1.1002475029999998,0.0087642315,0.1076831,1.371049253,1.5699784545,0.7744097295000001,0.85156202,1.4265179265,0.275059109,0.092330494,0.5780677045,0.0,0.0,0.0050825765,0.0,0.0,0.0,0.003139346,0.0927363435,3.9692175389999997,0.0,0.0,0.29809594100000003,0.0142788895,0.0,0.0,0.0,0.0,26.269501249999998,0.038839161,0.0012527045,11.1628708215,7.255650299,3.3829322509999997,0.9157958755,9.9890394195,0.0,0.0,0.0,0.907189119,8.039780489,0.5876624415,1.410352972,9.031854062999999,9.860528853,2.705060886,14.316390574,0.431309959,1.4468405805,12.079797426999999,9.653231215,1.3124034875,4.249515156,2.8532920325,0.15259284,0.6648006825,1.8599630999999999,2.2387975715,0.5784037795,0.843179857,1.1889642075,0.3051380715,4.091697258,1.228471663,5.8594444595,55.256556665000005,2.0137051805,0.0,0.0,0.0,0.29458924649999996,0.4797208615,0.0,0.0025113765,0.0,0.0,0.0,13.526866362,4.2460359085,0.35289517000000004,0.1247567865,0.0,0.0,0.4987982825,0.0,0.6254260955,27.451937255,129.64829255,178.59165660000002,4.7740407275,7.2017136095000005,39.14242394,13.81737923,1.0868268775,44.791503845,0.554327582,0.0620228155,6.679364932,0.481440749,3.2284680905,1.738253989,21.519422455,0.0,0.463104662,4.1195843845,0.0,0.27837504,1.866772879,0.21058367,0.0,0.0,0.0,0.6615246754999999,0.8851114955,0.035728848,0.1480607065,3.4957691785,0.14281199,2.7423386335,0.0,0.43658265500000004,15.3339192,0.39984794149999997,9.202122315,0.6940454115,2.258887484,0.9976819925,0.3237691785,4.7496709135,3.271782962,5.803167061,0.0816031825
Jordan,5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297,2.20142,Asia,2019,0.0,48,101,Jordan,4.906,0.837,1.225,0.815,0.383,0.11,0.13,2019.0,77.9,,0.515,0.0060667025,0.0258823805,4.425e-05,0.0001316005,0.0,0.0,0.000132647,0.001,0.0760731455,0.027307499,9.987599999999999e-05,0.0003642665,0.005254361,0.0391699645,0.0068119555,0.001126402,0.002091044,0.0006736769999999999,0.0002581395,0.0,0.0,0.0,0.0013069829999999998,0.000125516,0.0,0.0,0.0,7.58395e-05,5.775e-06,0.0,0.0,3.3815e-07,8.730000000000001e-05,0.0,0.0,0.0,0.0,0.4687362135,8.1304e-05,5.855000000000001e-06,0.4285494525,0.1354247875,0.08983961900000001,0.0828814125,0.007473584,0.0,0.0,0.0,0.0008674965,0.071401457,0.031563853,0.182547138,0.308206593,0.09291688000000001,0.1226993965,0.529310636,0.008966621000000001,0.009938232,0.342951706,0.031825417,0.0371412785,0.0696086515,0.0655038215,0.0068362825,0.042667886,0.106323372,0.1404586535,0.059280425,0.0541771875,0.021009166,0.024492138,0.08500449500000001,0.052185870999999995,0.1848216275,0.841894564,0.0900871835,0.0,0.0,0.0,0.0052714345,0.057378832,0.0,2.0529999999999998e-05,0.0,0.0,0.0,0.353180537,0.0845661995,0.024490704500000002,0.0059082025,0.0,0.0,0.020527397000000003,0.0,0.011195674499999999,0.7658168255,2.4281220384999997,1.454177515,0.0371602405,0.173187482,0.222012206,0.057247998999999994,0.033301797999999994,0.2467521795,0.0039076905,0.00034119399999999996,0.05800122,0.005435038,0.0356033975,0.0188074295,0.7469797499999999,0.0,0.000269335,0.029065366500000002,0.0,4.57e-05,0.021131492,0.0019660314999999998,0.0,0.0,0.0,0.022931337,0.012621332499999999,0.0022404775,0.025735375499999998,0.211059107,0.009345131999999999,0.20613644650000001,0.0,0.024526597,0.8585219865,0.023345637500000002,0.09527420349999999,0.076378793,0.0535069745,0.0250651835,0.0,0.1468665015,0.0826194715,0.13449762,0.0031010565
Azerbaijan,5.291,1.12373,0.76042,0.54504,0.35327,0.0564,0.17914,2.2735,Asia,2019,0.0,30,90,Azerbaijan,5.208,1.043,1.147,0.769,0.351,0.035,0.182,2019.0,71.435,,0.995,0.2968365045,0.0162145695,0.0005382365,0.001781421,0.0,0.0,0.0008526174999999999,0.19891510099999998,0.130911342,0.034088769000000005,0.000219909,0.0001558385,0.0036263745,0.031657173,0.054097028000000005,0.0024822815,0.008098459,0.000278177,0.0017346955,0.0,0.0,0.0,0.0,0.0021999855,0.0,0.0,0.0,0.0006891180000000001,0.0,0.0,0.0,0.0054052445,7.145e-05,0.0,0.0,0.0,0.0,0.890665558,0.008382834,7.335e-06,0.362568055,0.2294706385,0.095966137,0.030607337,0.0091418175,0.0,0.0,0.0,0.005724942,0.0796119845,0.285822573,0.6494964535,0.393924205,0.18956159350000001,0.145268073,0.671425113,0.011621860000000001,0.051487469,0.4585033855,0.1390632305,0.0486195235,0.125432982,0.0781803875,0.004138429,0.082971134,0.090674927,0.132756961,0.014977999499999999,0.0863070645,0.028399026,0.035472239,0.043685616499999996,0.0354485095,0.07138873200000001,1.1913481209999999,0.150103513,0.0,0.0,0.0,0.121992259,0.0245251955,0.0,0.0001135935,0.0,0.0,0.0,0.685058755,0.2177607335,0.1117895935,0.006529684500000001,0.0,0.0,0.031969447,0.0,0.101245606,1.1848730595,16.659281365,6.4696970565,0.840390434,0.385161619,0.9195618354999999,0.2148623555,0.1229995545,1.769353556,0.0063508435,0.0019020514999999998,0.0554779405,0.0074544195,0.0362373415,0.0361503405,0.7951044945,0.0,0.0042412905,0.178332248,0.0,0.0050945715,0.006927677,0.0035200555,0.0,0.0,0.0,0.0061439555,0.0103514865,0.000125279,0.0028473715,0.16929897249999998,0.0029382205,0.08557005100000001,0.0,0.008701389,0.33821209350000003,0.046428254499999995,0.153100762,0.23635555349999998,0.1675138235,0.040231621499999995,0.0,0.23266156100000002,0.205642723,0.1257911885,0.0005018505
Philippines,5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757,2.23484,Asia,2019,0.0,34,69,Philippines,5.631,0.807,1.293,0.657,0.558,0.117,0.107,2019.0,70.5,,7.045,13.5303168345,0.5784132355,0.0018387215,0.0003954865,0.0,0.0,0.011138105499999999,0.10219964150000001,3.0943636645000003,0.8799308779999999,0.0070797675000000004,0.446875272,0.26045894150000004,0.5205773385,0.0923233815,0.1629483315,0.2947850445,0.00017511449999999999,0.0272076485,0.0469999995,0.0,0.0009889455,0.11645371300000001,0.0,0.0,0.0,0.005210095,0.003981384,0.5299932755,0.0,0.0,0.6817084275,0.006633558499999999,0.0,0.0,0.0,0.0182795485,46.903339645,0.019270245,0.011413923,5.0703537139999995,3.9799874724999995,1.932808594,0.8389552995,2.1554603365,0.0018726485,0.000797533,1.717605459,0.916921113,1.4580890535,0.3359523755,0.9342321085,4.03150171,3.8317438985,1.060534855,5.14775065,0.07783926199999999,0.1062276415,4.901140882,1.5377773595,0.380294389,0.996815765,2.074715952,0.056735978,0.3845185415,0.28468143,1.0264021575,0.16094408500000001,0.3404548355,0.558593409,0.0635420845,0.9115816594999999,0.16423172349999998,1.798054741,16.13017029,5.2317964375,0.0,0.0027707415,0.063655161,0.200279987,0.3473450755,0.0020045964999999997,0.0,0.0,0.0,0.011673332500000001,1.0051251755,0.297006807,0.5598729955,0.0155198835,0.0,0.0,1.198398737,0.011173788,0.9033477695,17.249887764999997,64.977514575,37.083272705,1.772601504,3.0127677415,16.279633269999998,5.701939564,3.4325968104999998,3.5382014585,0.1379071325,0.1183912755,0.561639918,0.043468425000000005,0.4580408205,0.7722146455,19.690153395000003,0.3759875545,0.00018891600000000002,3.1640658034999998,0.0,0.0,2.1147177944999997,0.1613110535,0.2848471185,0.215908014,0.011757453000000001,0.7487516845,0.352609995,0.0249213015,0.09494401699999999,2.0895711285,0.062974052,1.4004312429999999,0.014182093,0.270869203,6.5083467834999995,0.1130207605,1.9305105230000001,0.2997614035,1.940478176,0.345329099,0.0039482345,1.7679174385,1.162705287,7.417350535,0.4085443455
China,5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745,2.17087,Asia,2019,0.0,41,93,China,5.191,1.029,1.125,0.893,0.521,0.058,0.1,2019.0,77.61,,5.984999999999999,17.401057690000002,0.9119093444999999,0.027719145,0.091644627,0.0,0.0,0.073709067,14.372862450000001,4.3594658355,0.2418034865,0.0054525465,0.2787964075,0.245681284,2.85176124,1.3981958385,0.031127043,1.378715844,0.042938262500000005,0.069826479,0.0,0.0,0.0,0.1999573275,0.0,0.0,0.0,0.3125445555,0.7731569645,0.0059217490000000005,0.0,0.0,7.106340126,0.016903717500000002,0.0,0.0,0.0,0.0,91.671068745,1.3313111905,0.0076583345,10.8157333365,8.8222398835,0.9050727080000001,2.9387361755,6.4972559725,0.0,0.0,0.0,1.813813597,27.347705425,121.44548001499999,199.2193139,124.19419632,90.47597063500001,55.768376024999995,357.15536525,2.474410227,7.3602663995,46.378397149499996,25.824820465,5.875741175,14.03900617,25.52806123,0.5836341935,11.423359876500001,18.9366286255,30.502823829999997,16.279471960000002,9.599096958,3.4230999765,1.298282011,21.22309364,6.397774641,29.072282745000003,80.83615111,12.806275110000001,0.0,0.0,0.0,9.535740171499999,12.106854245000001,0.0,0.019806342499999997,0.0,0.0,0.0,152.22739495,35.349513465,5.6824885025,0.8671341565,0.0,0.0,4.5656387385,0.0,32.675111040000004,150.5913428,885.7626937,1021.6052145000001,14.97688622,47.656757830000004,484.3034168,11.57371216,18.86157913,72.801513645,0.7337825895000001,8.740127285,7.3626342104999996,2.2105012355,7.599405933,5.052658482,96.15120931999999,0.0,1.2150419945,5.052270918,0.0,0.376895182,2.611079028,5.054120384,0.0,0.0,0.0,4.421466923,1.066867818,0.109749658,0.6741477965,12.232091675,0.256226493,3.96717354,0.0,0.456299224,125.13592828,12.881154585,69.43881692000001,5.24908731,26.40344831,13.990752540499999,0.147654732,27.04371927,58.161901924999995,5.557401672499999,0.45012272950000004
Kyrgyzstan,5.185,0.56044,0.95434,0.55449,0.40212,0.38432,0.04762,2.28136,Asia,2019,0.0,30,86,Kyrgyzstan,5.261,0.551,1.438,0.723,0.508,0.3,0.023,2019.0,74.03,,4.945,0.174956002,9.9271e-05,7.15785e-05,0.0002192885,0.0,0.0,0.0001253665,0.0989599995,0.04385632,7.769999999999999e-05,3.9499999999999995e-06,0.0,0.000101525,0.0148402855,0.0248245005,0.003338774,0.0036851805000000003,0.000179375,5e-05,0.0,0.0,0.0,0.0,0.0026983275,0.0,0.0,0.0,0.008051805,0.0,0.0,0.0,0.006439089,4.34e-05,0.0,0.0,0.0,0.0,0.348218344,0.0089838585,1.86e-06,0.4498426095,0.2352241085,0.071104635,0.016635082000000002,0.0028386770000000004,0.0,0.0,0.0,0.000635816,0.0608993285,0.074818522,0.38516672249999995,0.134923241,0.201605597,0.10544329050000001,0.302466081,0.012733228,0.01617596,0.147070434,0.156464601,0.0308248815,0.074275886,0.0390065195,0.0038615695,0.0411560525,0.028203629,0.08379908850000001,0.0202892785,0.019575956499999998,0.0078984285,0.00617362,0.0239451855,0.00305163,0.071437051,0.1298927255,0.0254624615,0.0,0.0,0.0,0.155511182,0.0635628575,0.0,4.8685e-05,0.0,0.0,0.0,0.267313525,0.047053617000000006,0.08806781450000001,0.00230941,0.0,0.0,0.013117683500000001,0.0,0.06936049650000001,0.2065835565,4.575941496,1.8531508620000001,0.16761262100000002,0.114504964,0.5692573620000001,0.023135109,0.036006580999999996,0.8474909850000001,0.003800779,0.0008132269999999999,0.021090275,0.003965055,0.014219007,0.0335907205,0.196477035,0.0,0.002490787,0.08289437499999999,0.0,0.000933896,0.008057071,0.018987200500000002,0.0,0.0,0.0,0.011087504000000001,0.0263323245,7.623450000000001e-05,0.003397944,0.121740803,0.003498075,0.135866196,0.0,0.009788112500000001,0.4062393765,0.030460449,0.068589505,0.0327088315,0.1128756955,0.0167191485,0.0,0.1386329975,0.2369334595,0.147051153,0.00037949450000000003
Serbia,5.177,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339,2.27539,Europe,2019,0.0,39,70,Serbia,5.603,1.004,1.383,0.854,0.282,0.137,0.039,2019.0,75.87,,9.01,0.050179474,0.0008522755,0.0,0.0,0.0,0.0,0.0011949455,0.012443383,0.083512294,0.003228351,1.94e-06,0.00032783,0.0012083295000000001,0.0176938995,0.000962038,0.0004051505,0.0179486775,0.0059000565000000005,0.0003306235,0.0,0.0,0.0,0.0,8.335e-06,0.0,0.0,0.0003082065,0.0044870195,0.0,0.0,0.0,0.0003365015,0.0,0.0,0.0,0.0,0.0,0.9161762900000001,0.001258051,0.000652663,0.093677731,0.0226174585,0.0032425529999999996,0.004953124,0.0049617210000000005,0.00047405,0.0001938245,0.075911421,0.006165483,0.340239979,0.1657663675,0.6014227955,1.7146620934999999,0.459048145,0.700961084,3.2693351355,0.186595019,0.1326250865,1.1422402249999999,0.3192400775,0.184428147,0.27757654,0.658603918,0.023823288,0.2778304815,0.44642309199999997,0.441243944,0.1954626885,0.23874753599999998,0.0417181135,0.039096950000000005,0.2332870475,0.14325645850000002,0.355216168,1.8054550900000002,0.154307863,0.0,0.005367442,0.05430520949999999,0.170572242,0.035914,0.001189052,0.0,0.0,0.0,0.008486975,1.4378783625,0.4019341585,0.11141231299999999,0.073187191,0.0,0.0,0.4638874065,0.0001927625,0.039055071499999996,0.810403468,10.888135810000001,8.120396995,7.6368977125,2.158376071,1.9263307205,0.19494956400000002,0.2972205975,0.443723073,0.007966542,0.0237644415,0.21965973500000002,0.0444844455,0.09767759349999999,0.11823660550000001,2.08442907,0.025630427,4.78e-07,0.0583037255,0.0,0.0,0.0565272495,0.0170695225,0.003535657,0.001487209,0.002897193,0.0745236485,0.0030695785,4.115e-05,0.0076714005,0.044284186,0.005200644,0.020603602,0.0005318095,0.0049509245,0.3277445405,0.011303143000000002,0.18077597950000002,0.031908119,0.0366094245,0.027144565,0.0,0.20318602000000002,0.4982318475,0.053780286,0.00043228600000000004
Bosnia and Herzegovina,5.163,0.93383,0.64367,0.70766,0.09511,0.29889,0.0,2.48406,Europe,2019,0.0,36,78,Bosnia and Herzegovina,5.386,0.945,1.212,0.845,0.212,0.263,0.006,2019.0,76.735,,7.955,0.046604772,0.000371943,5.2664e-05,0.000172666,0.0,0.0,7.203750000000001e-05,0.0,0.0040737145,0.0011834285,3.295e-05,0.002468941,0.0005361705,0.004796315000000001,0.0063944055,0.00029306950000000003,0.0013869499999999999,6.195e-05,1.2325e-05,0.0,0.0,0.0,0.0,7.86e-05,0.0,0.0,3.9699999999999996e-05,0.002946607,0.0,0.0,0.0,0.0006073585,0.0,0.0,0.0,0.0,0.0,0.220048422,9.64235e-05,2.784e-05,0.0241209085,0.006983106,0.0028419904999999997,0.0031053085,0.001243747,0.0,0.0,0.0,0.0014415685,0.07291460350000001,0.055014785999999996,0.266203475,0.499146475,0.239800697,0.2316155745,1.0381092545000001,0.0414052345,0.0252823775,0.263931922,0.0660861415,0.045952393,0.091175238,0.206424695,0.0043831915,0.086008106,0.11612327,0.183418897,0.07625074500000001,0.07700331149999999,0.013398098,0.010661493000000001,0.050568888500000006,0.030915781000000003,0.0930692515,1.2028008225,0.0267265135,0.0,0.0,0.0,0.0450190375,0.0126905725,0.0,3.8968000000000004e-05,0.0,0.0,0.0,0.5717503935,0.1704413455,0.0300631065,0.0109171125,0.0,0.0,0.018737059,0.0,0.0181352215,0.2729075385,4.6003503734999995,3.9356468485000002,0.436974851,0.5615604925,0.58137849,0.0297529895,0.06053217749999999,0.306735001,0.0053625645,0.0034302250000000003,0.072846253,0.013354333999999999,0.038253579499999996,0.062640223,0.34448910600000004,0.0,0.0008265115,0.0258727485,0.0,0.000440903,0.010344697,0.0097061905,0.0,0.0,0.0,0.013098711499999999,0.0032908349999999998,2.1099999999999998e-05,0.0021629475,0.015644162,0.0008073444999999999,0.0124113475,0.0,0.0007722930000000001,0.2229878035,0.00674023,0.1334351995,0.0272192515,0.0238712815,0.0141500425,0.0,0.078374479,0.18037538250000001,0.024428810999999998,0.0001657445
Montenegro,5.161,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721,2.25531,Europe,2019,0.0,45,73,Montenegro,5.523,1.051,1.361,0.871,0.197,0.142,0.08,2019.0,75.9,,12.405000000000001,0.0006264585,8.959300000000001e-05,1.23e-05,4.0975e-05,0.0,0.0,1.9985e-05,0.0,0.000289104,0.0003754545,4.79e-06,0.0,3.705e-05,0.0007211534999999999,0.000692398,1.365e-05,5.1e-05,8.03e-06,3.11e-06,0.0,0.0,0.0,0.0,0.0002745455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405056595,6.333100000000001e-05,1.99e-07,0.0025791375,0.0029947635,0.00016697750000000002,5.575e-05,0.000428386,0.0,0.0,0.0,0.00024007800000000001,0.004868565,0.0084565705,0.0252441495,0.056620914,0.025199069,0.0318250785,0.169850047,0.004896365,0.0009483345000000001,0.0633399105,0.010248024,0.0068727205,0.009463279,0.037738706,0.001012516,0.010399393,0.0175349285,0.028355566,0.0039074005,0.023913392000000002,0.001924905,0.0029973344999999997,0.0078941345,0.002533417,0.0117252505,0.087022424,0.0033360194999999997,0.0,0.0,0.0,0.004649614,0.0070435095,0.0,1.28475e-05,0.0,0.0,0.0,0.113318259,0.033070786500000005,0.002934862,0.0038075089999999997,0.0,0.0,0.001642238,0.0,0.0066509945,0.0277430715,0.8738260595,1.103783316,0.155649883,0.147943852,0.0451444935,0.0018048275,0.0102675275,0.0283868995,0.00044661500000000003,0.00012161149999999999,0.010114347499999999,0.001503448,0.0020056785,0.00773992,0.07369521500000001,0.0,2.32e-05,0.0016347875,0.0,6.43295e-05,0.000400109,0.0010788104999999999,0.0,0.0,0.0,0.001225449,3.2500000000000004e-05,1.235e-06,0.000569582,0.000789654,7.47415e-05,0.000363487,0.0,0.000385466,0.024,0.0018942619999999999,0.0334968135,0.006916453499999999,0.005345608,0.0024049105000000003,0.0,0.014388343,0.06578988250000001,0.00875948,3.14e-05
Dominican Republic,5.155,1.02787,0.99496,0.57669,0.52259,0.21286,0.12372,1.69626,South America,2019,0.0,28,77,Dominican Republic,5.425,1.015,1.401,0.779,0.497,0.113,0.101,2019.0,72.975,,6.709999999999999,0.121004585,0.035154211500000004,0.00077636,0.002845555,0.0,0.0,0.0037178625,0.9654724945,0.252124967,0.06028485,0.000351035,0.0,0.0085376245,0.06685191,0.022226175,0.002208061,0.0054091165,0.0085455335,0.0008479385000000001,0.0019996974999999997,0.0,0.0,0.010952425500000001,0.0,0.0,0.0,0.002217863,1.725e-05,0.0023535925,0.0,0.0,0.0016802235,0.0003248925,0.0,0.0,0.0,0.0,1.127213523,0.0004819685,4.7200000000000005e-06,0.766166742,0.45735314650000003,0.26526436600000003,0.0460558175,0.1857791695,0.0,0.0,0.0,0.016696927,0.216904614,0.1002449325,0.2737182615,0.42545213400000004,0.33203455449999997,0.2278749825,0.621808938,0.0104782665,0.075600995,0.730066881,0.2801578345,0.021535451,0.04439341,0.8272610565,0.0006610925,0.031013688,0.046176456500000004,0.136624301,0.0309507565,0.1090208355,0.0244543175,0.020309997,0.090731591,0.0760583575,0.2043770735,1.3810715485,0.3011861335,0.0,0.0,0.0,0.0601839965,0.0780043775,0.0,1.1005e-05,0.0,0.0,0.0,0.903865888,0.2231693155,0.079143806,0.0065348615,0.0,0.0,0.0400819315,0.0,0.0613478505,0.947012102,7.492816528,3.9411504365,0.15575086,0.6646844765,0.6801450805,0.220471766,0.147460297,1.340151043,0.0333182875,0.014286582499999999,0.059645641,0.0103485975,0.0433589425,0.0352692295,1.0603807239999998,0.0,0.0011197205,0.0489113385,0.0,0.00432568,0.0249020795,0.0241823,0.0,0.0,0.0,0.07696401,0.0241084755,0.0005148899999999999,0.03215458,0.248729241,0.007161772,0.206451414,0.0,0.0075635865,3.468451399,0.0233570945,0.217493501,0.06958106950000001,0.12390776049999999,0.071153307,0.0,0.4450530385,0.26477904900000004,0.9583138585000001,0.0005928635000000001
Morocco,5.151,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404,2.94891,Africa,2019,0.0,41,89,Morocco,5.208,0.801,0.782,0.782,0.418,0.036,0.076,2019.0,72.995,,0.5,1.4351195185,0.070193528,0.000836737,0.002567341,0.0,0.0,0.0018223525,0.1444880995,0.5958388530000001,0.162170523,0.000463365,0.000119252,0.038202541,0.271232754,0.08821376,0.040349789500000004,0.1580255465,0.0036000499999999996,0.0021580795,0.0,0.0,0.0,0.033283199,0.0076592515,0.0,0.0,0.0,0.0207741555,0.0,0.0,0.0,0.0008556445,0.0024339130000000002,0.0,0.0,0.0,0.0,3.618434563,0.001841286,3.22e-05,1.6523509525,1.033477987,0.679241211,0.304312973,0.1001151495,0.0,0.0,0.0,0.024539947,0.390224184,0.2197338965,0.8456595680000001,1.2779765815,0.211401681,0.3733960025,3.292365296,0.07614259400000001,0.1625691405,1.8018046205,1.2539112055,0.077041425,0.399758439,0.957047467,0.013773141,0.22408485449999999,0.5342630625,0.38267150699999997,0.1838498155,0.5716018319999999,0.160639516,0.157410987,0.765359078,0.2141834345,0.5173388815,3.688583456,0.564676839,0.0,0.0,0.0,0.0546035165,0.1605248765,0.0,4.98e-05,0.0,0.0,0.0,2.483561415,0.7555079115000001,0.16794726650000003,0.052815546500000005,0.0,0.0,0.0989575265,0.0,0.35916908599999997,5.36814279,38.670082730000004,15.930337094999999,0.5112387629999999,2.4420881435,3.1480879655000003,1.6708233845,0.5378236194999999,2.4330022085,0.06515085400000001,0.0185257265,0.29429952449999996,0.03187084,0.2160175695,0.137233248,5.108188199,0.0,0.003248135,0.10514091149999999,0.0,0.0006972215,0.0743155,0.019044836500000002,0.0,0.0,0.0,0.1184334285,0.07933103050000001,0.001570202,0.0586037335,0.4022097865,0.0554781885,0.464971095,0.0,0.0699513245,3.0924414695,0.132985754,1.227986089,0.452089291,0.21290370800000002,0.6254233260000001,0.0,1.1356821344999999,1.30867124,0.3160179335,0.0107954705
Hungary,5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472,1.95473,Europe,2019,0.0,44,62,Hungary,5.758,1.201,1.41,0.828,0.199,0.081,0.02,2019.0,76.34,,11.45,0.0308963765,1.69e-07,0.0,0.0,0.0,0.0,0.0084831505,0.006947544999999999,0.140451711,8.684999999999999e-06,1.3854999999999998e-07,0.0002934735,0.0019784585,0.01973416,0.0009898910000000001,0.0003595515,0.019739219500000002,0.0322456565,0.005121996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004001115,0.0043285749999999994,0.0,0.0,0.0,0.00034107850000000004,0.0,0.0,0.0,0.0,0.0,0.7639996075,0.0042302705,0.004086187,0.056749021,0.010035884,0.005764488,0.0056796395,0.0104787865,0.0,0.0,0.0197962575,0.009330705,0.671073094,0.282740106,0.679856478,2.5132592220000003,0.42396670200000003,1.0489232285,4.188545816,0.1713375365,0.1183369095,1.1292746089999999,0.233179726,0.208799136,0.3280703945,0.661789426,0.0247490805,0.3997034605,0.5251770285,0.318465889,0.27436664650000003,0.266896006,0.0446347835,0.017911995,0.2771924695,0.1572821465,0.454100654,1.257332786,0.2839050315,0.0,0.0024909290000000002,0.0396842535,0.2417635945,0.029507572,0.0,0.0,0.0,0.0,0.06507626350000001,2.2976255754999997,0.244436792,0.0464893525,0.0552433835,0.0,0.0,0.2388331675,0.001987391,0.1213101275,3.630917976,18.383181540000002,5.957507424999999,0.8133841055,2.1414413244999997,3.2182231955000002,0.060964623499999995,0.34321802300000004,1.5298603375,0.017825317,0.021191058999999998,0.1007244555,0.0538493885,0.203763046,0.15741798699999998,0.43704466950000004,0.0603200195,2.875e-07,0.19230843549999999,0.0,0.0,0.0665697735,0.033230151,0.031436384,0.0024130980000000002,0.018059766499999998,0.139180499,0.0045527595,2.228e-06,0.0224084745,0.041531877,0.008660003,0.0499050855,0.0015029685,0.004262818,0.37498083,0.024085903,0.873018702,0.051369556999999996,0.048282218,0.036197293,0.0,0.3512624945,0.8061682830000001,0.06766836300000001,0.0005132385
