Country,happiness_score,gdp_per_capita,family,health,freedom,generosity,government_trust,dystopia_residual,continent,Year_x,social_support,cpi_score,Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year_y,Life Expectancy at birth,BMI,Alcohol,Tuberculosis,Syphilis,Chlamydia,Gonorrhoea,Trichomoniasis,Genital herpes,Other STDs,HIV/AIDS,Diarrhoeal diseases,Whooping cough,Diphtheria,Measles,Tetanus,Meningitis,Encephalitis,Acute hepatitis A,Acute hepatitis B,Acute hepatitis C,Acute hepatitis E,Malaria,African Trypanosomiasis,Chagas disease,Schistosomiasis,Leishmaniasis,lymphatic filariasis,Onchocerciasis,Cysticercosis,Echinococcosis,Dengue,Trachoma,Yellow fever,Rabies,Ascariasis,Trichuriasis,Hookworm disease,Food-bourne trematodes,Leprosy,Lower respiratory infections,Upper respiratory infections,Otitis media,Preterm birth complications,Birth asphyxia and birth trauma,Neonatal sepsis and infections,Other neonatal conditions,Protein-energy malnutrition,Iodine deficiency,Vitamin A deficiency,Iron-deficiency anaemia,Other nutritional deficiencies,Mouth and oropharynx cancers,Oesophagus cancer,Stomach cancer,Colon and rectum cancers,Liver cancer,Pancreas cancer,"Trachea, bronchus, lung cancers",Malignant skin melanoma,Non-melanoma skin cancer,Breast cancer,Cervix uteri cancer,Corpus uteri cancer,Ovary cancer,Prostate cancer,Testicular cancer,Kidney cancer,Bladder cancer,Brain and nervous system cancers,Gallbladder and biliary tract cancer,Larynx cancer,Thyroid cancer,Hodgkin lymphoma,Non-Hodgkin lymphoma,Multiple myeloma,Leukaemia,Diabetes mellitus,"Endocrine, blood, immune disorders",Depressive disorders,Bipolar disorder,Schizophrenia,Alcohol use disorders,Drug use disorders,Anxiety disorders,Eating disorders,Autism and Asperger syndrome,Childhood behavioural disorders,Idiopathic intellectual disability,Alzheimer disease and other dementias,Parkinson disease,Epilepsy,Multiple sclerosis,Migraine,Non-migraine headache,Other neurological conditions,Sense organ diseases,Rheumatic heart disease,Hypertensive heart disease,Ischaemic heart disease,Stroke,"Cardiomyopathy, myocarditis, endocarditis",Other circulatory diseases,Chronic obstructive pulmonary disease,Asthma,Peptic ulcer disease,Cirrhosis of the liver,Appendicitis,Gastritis and duodenitis,Paralytic ileus and intestinal obstruction,Inflammatory bowel disease,Gallbladder and biliary diseases,Pancreatitis,Kidney diseases,Benign prostatic hyperplasia,Urolithiasis,Other urinary diseases,Infertility,Gynecological diseases,Skin diseases,Rheumatoid arthritis,Osteoarthritis,Gout,Back and neck pain,Other musculoskeletal disorders,Neural tube defects,Cleft lip and cleft palate,Down syndrome,Congenital heart anomalies,Other chromosomal anomalies,Other congenital anomalies,Oral conditions,Sudden infant death syndrome,Road injury,Poisonings,Falls,"Fire, heat and hot substances",Drowning,Exposure to mechanical forces,Natural disasters,Other unintentional injuries,Self-harm,Interpersonal violence,Collective violence and legal intervention
United Arab Emirates,6.573,1.57352,0.87114,0.72993,0.56215,0.26591,0.35561,2.21507,Asia,2019,0.0,71,21,United Arab Emirates,6.825,1.503,1.31,0.825,0.598,0.262,0.182,2019.0,76.75999999999999,,2.92,0.0328864835,0.001298759,3.885e-05,0.0001564005,0.0,0.0,0.000195836,0.017,0.04607419,0.0058284825,7.3214e-05,0.0,0.016477323500000002,0.0259497185,0.0139320925,0.002367953,0.0235784145,0.000467601,0.0005984654999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4949999999999995e-05,0.0,0.0,0.0,7.290500000000001e-05,7.4019e-05,0.0,0.0,0.0,0.0,0.352660762,9.17195e-05,2.2349999999999998e-06,0.09743265749999999,0.031940193,0.007923338,0.021257447,0.001367742,0.0,0.0,0.0,0.0024729210000000003,0.0158533425,0.0184136465,0.055802605,0.1545445875,0.0480282675,0.0674733455,0.0925164205,0.0026633539999999997,0.0360762885,0.1319854425,0.028538748,0.0221348745,0.031526202,0.0252719705,0.002605792,0.0198899055,0.0298863205,0.0514635935,0.0262740385,0.0112412545,0.013857576,0.01190053,0.0317395255,0.0146462105,0.077055256,0.603309096,0.1298161605,0.0,0.0,0.0,0.029599519499999997,0.2155496335,0.0,5.195e-05,0.0,0.0,0.0,0.09712152099999999,0.049748125,0.0698410885,0.017689617,0.0,0.0,0.0588349815,0.0,0.06319905099999999,0.4671784755,2.0821794415,0.999142746,0.059794995499999996,0.1181513795,0.45599504999999996,0.22924940500000002,0.0227093635,0.208488924,0.0066482145,0.0006563305,0.0138389015,0.005341469,0.011867252,0.0164508395,0.652418927,0.0,0.000433943,0.0116451625,0.0,5.52325e-05,0.0062595215,0.001303579,0.0,0.0,0.0,0.0317850715,0.006772767,0.000181923,0.031412097,0.056642463500000004,0.0287545985,0.060515367,0.0,0.0087623935,0.43519162850000004,0.017876812000000002,0.255728568,0.0891892425,0.0842539045,0.1474307675,0.0,0.260970853,0.314093189,0.035101104,0.0147352435
Uruguay,6.545,1.18157,1.03143,0.72183,0.54388,0.18056,0.21394,2.67139,South America,2019,0.0,71,33,Uruguay,6.293,1.124,1.465,0.891,0.523,0.127,0.15,2019.0,77.02000000000001,,7.1,0.040261212,0.0014250465,0.0,0.0,0.0,0.0,0.0013242595,0.0976004305,0.0671558365,0.00011718,9.980000000000001e-08,0.0,0.000174107,0.0051246185,0.001935028,0.001047297,0.002087586,0.0017271699999999999,0.0002482155,0.0,0.0,0.002472477,0.0,0.0,0.0,0.0,0.0,0.004983332,4.06e-08,0.0,0.0,2.715e-05,0.0,0.0,0.0,0.0,0.000195763,0.685180479,0.0024543934999999998,0.00077979,0.036732561,0.0110924955,0.0090179495,0.0073526715,0.036478435000000003,0.0,0.0,0.035285569,0.016377401,0.0836027785,0.1431287615,0.240105509,0.6224284364999999,0.073662016,0.327759259,0.731349468,0.0487391465,0.025802133999999997,0.4239846255,0.0859742675,0.0576248515,0.080168701,0.3535447395,0.009865651,0.159816732,0.138056878,0.08657988450000001,0.1010192285,0.0640726475,0.013364749,0.0127834745,0.137872144,0.0779904215,0.1401642185,0.3736652995,0.243578338,0.0,0.0007686489999999999,0.0089601805,0.05224905,0.020290238000000002,0.000181857,0.0,0.0,0.0,0.0014293375,0.94928495,0.1601622255,0.0429076345,0.0065528575,0.0,0.0,0.29307412450000003,0.0003737345,0.0195394235,0.32414243200000004,2.1322863444999998,1.424911415,0.15709697649999999,0.6795850225,0.8530419405,0.063484687,0.028399075000000003,0.102913855,0.004524129,0.0053340095,0.0868545245,0.006055487500000001,0.06786864749999999,0.0250527345,0.5199317960000001,0.0062078325,1.525e-07,0.2535239895,0.0,0.0,0.0649615895,0.017254175,0.0162258515,0.000184716,0.0026978065000000002,0.1157959965,0.0063077935000000005,2.0485e-06,0.011623031499999999,0.032638471,0.0046512225,0.029826852,0.0005822895,0.0025897905,0.2557908735,0.008274301500000001,0.027499946499999997,0.027245378,0.0323635945,0.0231021665,0.0,0.38697013599999996,0.3676869565,0.1475296325,0.000180289
Malta,6.488,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554,1.99032,Europe,2019,0.0,54,22,Malta,6.726,1.3,1.52,0.999,0.564,0.375,0.151,2019.0,81.87,,8.285,0.000784372,7.605000000000001e-09,0.0,0.0,0.0,0.0,0.0,0.001833429,0.0005204375000000001,1.24e-07,9.44e-09,0.0,0.0,0.00039451600000000003,5.435e-05,0.00031187749999999996,0.00017466875000000001,0.000647012,2.2601065e-05,0.0,0.0,0.0,0.0,3.34e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10632093249999999,0.00018399899999999998,1.0695e-08,0.005639502,0.0014673475,9.401e-05,0.0001407135,0.000175181,0.0,0.0,0.001420226,9.99e-08,0.01249464,0.010115241,0.0248739085,0.073555026,0.0168664515,0.045201310999999994,0.0984581475,0.0049814495,0.002010526,0.042379975,0.0022243665,0.010343009,0.0170231245,0.0264503465,0.00107603,0.014146782,0.016574501499999998,0.0130396735,0.0049186455,0.004217544,0.001977864,0.001644235,0.016654734499999997,0.008187652,0.013823396500000001,0.08128737899999999,0.009537654999999999,0.0,0.000109343,0.000336282,0.0013484555,0.0034259635,0.0,0.0,0.0,0.0,0.0,0.10360763649999999,0.024787752500000003,0.0016994895,0.0014580560000000001,0.0,0.0,0.016323108,0.0001150145,0.0010919670000000001,0.016572132,0.43791433999999996,0.14573625099999998,0.010957776999999998,0.064154655,0.063298789,0.004156335,0.0036007175000000004,0.011525338,0.000150594,0.0006297185,0.0047631345,0.003575344,0.007298678500000001,0.002045451,0.039533481999999995,0.0017033905,1.8000000000000002e-07,0.025369894,0.0,0.0,0.011447367,0.0009582144999999999,0.001067684,0.0,0.000126401,0.0052523255,0.000494405,8.065e-07,0.001059504,0.0022967135,0.00158587,0.0031999285,0.0,0.00019415,0.009043478,0.0002571775,0.0258314675,0.000154852,0.0011303795,0.001139538,0.0,0.008170443999999999,0.0133350505,0.0022070279999999998,0.000572724
Colombia,6.481,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399,3.17471,South America,2019,0.0,37,43,Colombia,6.125,0.985,1.41,0.841,0.47,0.099,0.034,2019.0,79.28,,5.555,0.6359186795,0.015117637,0.0,0.000289263,0.0,0.0,0.008677068000000001,1.3415602885,0.3737477025,0.0090833825,0.00014587699999999999,0.000170937,0.0070579860000000005,0.1219586135,0.0189247015,0.010784247,0.025236511,0.032456712,0.0005670435,0.012925896,0.0,0.101676506,0.0002827195,0.0036695705,0.0,0.0,0.0405418015,0.0006916155,0.0666313075,0.0,0.003907846499999999,0.0010432105,0.002356428,0.0,0.0001480835,0.0,0.004107736,5.3867458720000005,0.013322274,0.0036973615,1.047634176,0.324187916,0.5075538405,0.2846995715,0.9390539,0.0,0.0,0.050296253,0.030892303500000003,0.40351079300000003,0.417646341,3.0559558215,2.1855424855,1.0324335439999999,1.0111675995,2.62510064,0.211561051,0.30264037499999996,1.8346455435,1.1331002085,0.2115187525,0.5611288865,1.7922398955,0.081442855,0.33617376600000004,0.30444317649999997,0.6925011935000001,0.589643206,0.248407832,0.200466527,0.107512246,0.7940706,0.3998683245,1.1041196115,2.51416722,0.6836086219999999,0.0,0.001512643,0.008778567000000001,0.011412814,0.24579863000000002,0.0,0.0,0.0,0.0,0.002699282,1.0785594205,0.191478906,0.2986634755,0.031191022,0.0,0.0,0.8259963665000001,0.0041093605,0.018948098,3.1997667485,21.533016865,8.286326295,0.6646739420000001,3.0694869010000003,7.964072034999999,0.09566486399999999,0.349224483,1.213133913,0.106376797,0.0871179455,0.540790501,0.0373999875,0.626452373,0.2196903215,3.4168929095,0.1664557425,2.56e-05,1.3980116575000001,0.0,0.0,0.550952418,0.1210723595,0.033415871,0.0020493935,0.015656209,0.895866515,0.06636178449999999,0.0007204195,0.0473663115,0.7284885975,0.046179321999999995,0.592191558,0.003569568,0.033484163,3.8823362605,0.0304160545,0.7588418685,0.063275184,0.34454844100000004,0.1450213465,0.007274039499999999,0.796161957,0.9824434375,9.634115362,0.129974732
France,6.478,1.39488,1.00508,0.83795,0.46562,0.1216,0.17808,2.4744,Europe,2019,0.0,69,24,France,6.592,1.324,1.472,1.045,0.436,0.111,0.183,2019.0,82.42500000000001,,12.52,0.21754216599999998,0.0019431765000000002,0.0,0.0001834275,0.0,0.0,0.013413223,0.18095173799999997,0.903669932,0.0013946145,0.00028557400000000003,0.0001657595,0.001099329,0.0817185245,0.0040458955000000005,0.020443457499999998,0.0676130265,0.208036563,0.011682915,0.0,0.0,0.0,0.0004211765,0.0003410485,0.0,0.0,0.0,0.0156328345,0.00020359650000000001,0.0,0.0,0.0015090635,0.0,0.0,0.0,0.0,0.0003739605,9.885327123,0.02685511,0.0078673795,0.325431837,0.1543735395,0.0784370655,0.22720223500000003,2.1057508435,0.0003217075,0.0,0.48643063350000004,0.0768538425,2.3379954185,2.3365555655,2.765238316,10.92682146,4.7864933195,6.179834992,17.828636095,1.1085501745,0.519308533,7.7678328105,0.786767392,1.3603412345,1.9819023025,5.436324625,0.059464822,2.3119013035,3.282821278,2.3204515125,0.6904701019999999,0.6460923435,0.2460747525,0.152767927,2.9371450484999997,1.943678444,3.7283440545,5.455784655,4.043067736,0.0,0.100385593,0.323614287,1.5943750165,0.9404253284999999,0.0036417205,0.0,0.0,0.0,0.073069143,26.578720914999998,3.7849637295000003,0.9326938309999999,0.376057862,0.0008712330000000001,0.0,4.109590213000001,0.037541371500000004,0.692117112,3.5546720985,31.590635204999998,18.17719962,3.0327213764999996,17.26477065,9.115781394999999,0.5195107365,0.492999605,3.6909985145,0.04485488,0.0213307445,1.9642700579999999,0.196299712,1.052169793,0.5290648725,5.738315412,0.037735169,2.7649999999999998e-06,1.5625116175,0.0,0.0,0.798903223,0.2132072855,0.1226995335,0.019168705,0.1884024725,1.9141150505,0.042735648,4.155e-05,0.1889246785,0.31305245699999995,0.132905409,0.32839633199999996,0.05890147,0.0724879275,1.6695,0.11387888900000001,4.1420225545000005,0.2015412335,0.43392650450000003,0.123091176,0.0,7.5596225795,4.48045449,0.2687864795,0.0034100885
Thailand,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833,2.5796,Asia,2019,0.0,36,52,Thailand,6.008,1.05,1.409,0.828,0.557,0.359,0.028,2019.0,77.7,,8.68,4.7755969255,0.018092097,0.001702931,0.0050896445,0.0,0.0,0.0035357360000000003,6.9612081355,3.431547251,0.038691724,0.000536913,0.027848480000000002,0.0582444165,0.46525120350000004,0.360818624,0.004205757,0.07663439799999999,0.0037467444999999995,0.0003586625,0.006500000000000001,0.0,0.0,0.0,0.000505555,0.0,0.0,0.0011444625,0.0023059085000000003,0.0859352265,0.0,0.0,0.0048593675,0.001907289,0.0,0.0,0.0,0.0,15.644743755,0.008820518999999999,0.0034620500000000004,0.7737706835,0.2667315635,0.1189847225,0.179866941,0.4809261665,0.0,0.0,0.0,0.0285818485,2.4803594005000003,1.577850604,1.7253537785000002,4.9542496925,11.941359307,1.1914856655000001,11.1481586585,0.147842887,0.4185030295,3.026387867,2.5549704935,0.432088713,1.0016696315,1.50638326,0.026103236,0.43000587749999997,0.8992477035,0.9524246004999999,3.9219972225,0.450716081,0.198597931,0.068365818,1.6261194250000002,0.5750443245,1.9510497500000001,9.388007442,0.9440148605,0.0,0.0,0.0,0.2740406955,0.396964713,0.0,0.000791412,0.0,0.0,0.0,11.425526008,2.146238328,0.344378175,0.042794827,0.0,0.0,0.15705098950000002,0.0,0.2178646365,1.089605046,25.6527124,25.136573724999998,1.4393749645,3.867531784,9.737248984,2.090906107,0.8392734365000001,8.798030046000001,0.0570060235,0.110607017,1.4230618415,0.0531604255,1.560628143,0.5787217364999999,13.411114295,0.0,0.23073685249999998,3.9892891214999997,0.0,0.018492401,1.6876607780000001,0.097244277,0.0,0.0,0.0,0.5350911385,0.097081415,0.003633569,0.0251089155,0.45661401949999997,0.0647268645,0.406478684,0.0,0.05724243800000001,11.2139495225,0.065997924,2.7045352465,0.3087412415,1.9779235755000002,0.3204538425,0.0034584115,2.4346397815,3.0734593395,1.4826116679999999,0.0436392345
Saudi Arabia,6.379,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008,2.61482,Asia,2019,0.0,53,28,Saudi Arabia,6.375,1.403,1.357,0.795,0.439,0.08,0.132,2019.0,74.63,,0.0,0.3759153265,0.016249858,0.00018362,0.0006197435,0.0,0.0,0.0005500570000000001,0.096,0.2283019955,0.0280536155,0.0002686645,0.0004577105,0.0077715235,0.11325613500000001,0.117161394,0.005295808,0.028466237000000002,0.0037471845,0.003088437,0.0,0.0,0.0,0.012440874,0.000531996,0.0,0.0,0.0,0.002246962,0.0044264595,0.0,0.0,0.0006900855,0.0006873545,0.0,0.0,0.0,0.0,3.0659053309999997,0.0002506215,4.445e-06,0.49442491,0.171557067,0.0657803515,0.105458247,0.039690865000000006,0.0,0.0,0.0,0.002942058,0.2323129715,0.1146246215,0.19439973300000002,0.815099561,0.4225086625,0.26299738149999996,0.38755476,0.0105183145,0.0168004025,0.4538705875,0.078359085,0.1614668125,0.1237322285,0.07413251,0.0121554075,0.1284169345,0.10702026449999999,0.2140239055,0.098149039,0.0446051065,0.073646593,0.069953645,0.2103316005,0.07762819800000001,0.462366602,1.9449420005,0.723598137,0.0,0.0,0.0,0.0641742385,0.24547996049999998,0.0,0.0017643749999999999,0.0,0.0,0.0,1.2210482925,0.38822810750000003,0.3472106325,0.024361997,0.0,0.0,0.1090692715,0.0,0.13999998349999998,0.417054056,19.518412835,8.396429013,0.670793668,1.0025712615,1.4211113755,0.5837937335000001,0.137650905,2.4655878295,0.017263861999999998,0.004663627,0.167247059,0.016705693,0.155448415,0.1078388585,4.525503162,0.0,0.00080616,0.2848947845,0.0,0.0003643245,0.2581187245,0.0045109955,0.0,0.0,0.0,0.1215668495,0.031588016999999996,0.0006263124999999999,0.088442863,0.365708977,0.029593957,0.6376571555,0.0,0.0712429445,6.158604264999999,0.139725063,2.6700694384999997,0.412722778,0.4106693505,0.7977667195,0.0057601635,2.0020466199999998,1.0229082815,0.3228500855,0.0015727620000000001
Spain,6.361,1.34253,1.12945,0.87896,0.37545,0.17665,0.06137,2.39663,Europe,2019,0.0,62,30,Spain,6.354,1.286,1.484,1.062,0.362,0.153,0.079,2019.0,83.18,,12.850000000000001,0.1351777895,0.004464634,0.0,0.0,0.0,0.0,0.010297565,0.2691582065,0.531808499,0.0008523175,0.000140703,0.0,0.000866829,0.0643402175,0.0018458745,0.0065583295,0.081045931,0.32609707200000004,0.0042953195,0.0,0.0,0.0016769835000000001,0.000171834,0.005394792,0.0,0.0,4.855e-06,9.78185e-05,6.9415e-07,0.0,0.0,2.975e-07,0.0,0.0,0.0,0.0,0.0001483045,6.8583873744999995,0.0232706385,0.0044808655,0.1263232115,0.0564399595,0.042211456999999994,0.0807939035,0.15120369700000003,0.0018924305,0.0,0.45723131949999996,0.07335185150000001,1.291471274,1.005625568,2.8981194610000003,8.478721015,2.5492100815,3.3761003865,11.0652529815,0.539909649,0.36158007049999996,3.5337373925,0.427502252,0.805948505,1.012875116,3.209804074,0.019500072,1.225740719,2.611128766,1.6101744450000002,0.7215253415,0.714278062,0.1815474685,0.117069578,1.4937747605,1.0564157385000001,1.8861854095,3.8867456739999997,2.4316188514999997,0.0,0.014341136,0.0902543935,0.1666981025,0.38814930950000004,0.0017053724999999999,0.0,0.0,0.0,0.042629145,21.169252165,2.4714306634999996,0.411978108,0.143516943,0.0009350665,0.0,2.2242844,0.012383553,0.806018257,4.5572708715,25.841995745,14.50175011,2.4919799705,10.769272545,9.4631901815,0.5665091975,0.23759625350000002,2.1155772265,0.039603177,0.0293398655,1.1139086114999999,0.11850047699999999,1.3671507505,0.6982509655,4.862340982,0.102208581,3.8e-06,2.8994560495,0.0,0.0,0.9202329695,0.146897179,0.10612393649999999,0.004179538,0.0806395435,2.2522948449999998,0.017971087,1.5335e-05,0.094417064,0.142089915,0.059335279,0.11767090350000001,0.0218823035,0.021117313,0.9146495105,0.085201336,1.6232222515,0.0923149115,0.222916991,0.083987729,0.0,2.76802752,1.804743299,0.130787051,0.0027616805
Algeria,6.355,1.05266,0.83309,0.61804,0.21006,0.07044,0.16157,3.40904,Africa,2019,0.0,35,88,Algeria,5.211,1.002,1.16,0.785,0.086,0.073,0.114,2019.0,77.17500000000001,,0.63,1.4202112709999999,0.020438444,0.000404331,0.0012303455,0.0,0.0,0.0009821775,0.096500001,0.5553713330000001,0.084583351,0.0003792235,0.027427391000000002,0.025780148500000002,0.16005244000000002,0.0725553375,0.012794551500000001,0.0823941905,0.0021942245,0.0013505925,2.99e-06,0.0,0.0,0.011041703,0.0017271959999999999,0.0,0.0,0.0,0.025257919,0.0,0.0,0.0,0.001178965,0.0010665854999999998,0.0,0.0,0.0,0.0,3.6444797615,0.000941379,1.87e-05,2.720639877,1.9001160545,1.2250805050000002,0.48233255799999997,0.0408703085,0.0,0.0,0.0,0.0101662255,0.34752958050000005,0.156709301,1.0161163149999999,1.569712552,0.2754188315,0.4864062245,1.9655643185,0.083855286,0.2718646065,1.732519554,0.5439635445,0.037602182,0.3057364695,0.534515046,0.013332783,0.198158583,0.7114389680000001,0.686374916,0.37664185299999997,0.398896629,0.133793189,0.12897283850000002,0.4824765255,0.304807078,0.5787204085,2.3391197575,0.46277897,0.0,0.0,0.0,0.04060282,0.4916838455,0.0,6.1385e-05,0.0,0.0,0.0,2.8174308860000004,0.62434894,0.1773144935,0.036844677,0.0,0.0,0.07907098500000001,0.0,0.180757581,4.184748129,27.27340256,11.69632678,0.4125441555,2.009526681,2.334056784,1.020004835,0.360485418,1.7321916215,0.040054872,0.012783998,0.2202897835,0.022312154,0.15831287100000002,0.091587785,3.7640937835,0.0,0.001987861,0.0816955325,0.0,0.0005280695,0.055430381,0.01083334,0.0,0.0,0.0,0.084713917,0.1482885705,0.002519398,0.137766627,0.781470282,0.14506194649999998,0.9636240905,0.0,0.10038564550000001,4.498232761500001,0.1433642,0.657375021,0.318182476,0.22533345100000002,0.330521035,0.0,0.7004981785,0.5359491035,0.356617041,0.020372101
Guatemala,6.324,0.83454,0.87119,0.54039,0.50379,0.28808,0.08701,3.19863,South America,2019,0.0,26,27,Guatemala,6.436,0.8,1.269,0.746,0.535,0.175,0.078,2019.0,71.995,,1.66,0.150709709,0.00140361,0.001080436,0.0030971124999999997,0.0,0.0,0.002384451,0.5863074195,1.3086742519999999,0.0348805835,9.245e-06,0.0,0.0049264635,0.135541399,0.051820730499999995,0.006030354999999999,0.001227922,0.0010948705000000001,0.00018036499999999998,0.0,0.0,0.0094913925,0.0,0.0002568275,0.0,0.0,0.107709239,0.0015583770000000001,0.016294545,0.0,0.0,0.0014803560000000002,0.0035457550000000003,0.0,0.0,0.0,0.0,4.6226170885,0.017057642499999998,4.135e-05,0.82924374,0.7329923135,0.433840515,0.19429141049999998,0.9902885735,0.0,0.0,0.0,0.055186295499999996,0.071073311,0.07193535449999999,0.7852281405,0.23206830150000002,0.882638049,0.14100488649999998,0.1956413305,0.0144623275,0.08306480399999999,0.247677149,0.403783691,0.0136132065,0.0664278295,0.422787195,0.017441304,0.055672489500000005,0.028745743,0.0782838125,0.048677501,0.032849265,0.029867582,0.0126930855,0.07999107150000001,0.0218783085,0.300339964,3.465942352,0.2427642445,0.0,0.0,0.0,0.8994712945,0.1357828905,0.0,4.4500000000000004e-05,0.0,0.0,0.0,0.9784062485,0.196323403,0.23143990999999997,0.0103308545,0.0,0.0,0.057167615,0.0,0.0309542535,0.3396273305,4.9123020705,2.4242692825,0.112667119,0.412953964,0.9507271875000001,0.16730368299999998,0.5147154675000001,2.8422416355,0.08186731250000001,0.074996471,0.2572435675,0.0181824785,0.1308816445,0.20142736749999998,3.1383564525,0.0,0.0064150145,0.18245284,0.0,0.0066884485,0.116014189,0.040921565,0.0,0.0,0.0,0.06841889300000001,0.0798264085,0.004554285,0.047862885,0.2742804465,0.019224987,0.33253296649999997,0.0,0.0761521185,2.013186949,0.13759361050000002,0.6857131575,0.1036938695,0.2316809895,0.5386827885000001,0.0,1.232844497,0.5197272275,2.2053048765,0.0010309855
Kuwait,6.239,1.61714,0.87758,0.63569,0.43166,0.15965,0.23669,2.28085,Asia,2019,0.0,40,51,Kuwait,6.021,1.5,1.319,0.808,0.493,0.142,0.097,2019.0,81.6,,0.0,0.0154302655,1.3870000000000001e-05,1.28e-05,3.53905e-05,0.0,0.0,2.8624999999999998e-05,0.0034083975000000002,0.003094329,1.675e-05,2.1850000000000003e-06,7.74e-05,1.20085e-05,0.0045719445,0.00206992,9.4988e-05,0.000367732,0.00023970450000000002,3.0205e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1164999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169977798,4.135e-05,5.895e-07,0.078756699,0.0036423740000000003,0.0016657565000000002,0.0028484189999999996,0.00017504899999999998,0.0,0.0,0.0,0.0001498295,0.0369545185,0.017597784499999998,0.035865001,0.09912478799999999,0.0646047445,0.044250938000000004,0.080655683,0.005726312,0.0085070445,0.1149617555,0.015929814,0.015350255,0.0207405845,0.0291573255,0.0021101775,0.015071997,0.0260248545,0.035062496,0.018660396000000003,0.0127183915,0.012517714999999999,0.011456393,0.0367353215,0.017582827,0.0614134705,0.1210193155,0.0217744245,0.0,0.0,0.0,0.0057925730000000005,0.019128113,0.0,0.00015337,0.0,0.0,0.0,0.069726625,0.0143296805,0.0109034125,0.002299811,0.0,0.0,0.007114395,0.0,0.0042340475,0.1280795715,1.1623628205,0.299639275,0.018162921,0.044965129,0.0420416595,0.0107013205,0.006893711,0.0958401425,0.0007459599999999999,0.0001365355,0.008377221,0.001664835,0.004841985,0.010044701999999999,0.10194095850000001,0.0,8.4792e-05,0.0085160125,0.0,4.06e-05,0.0018360989999999999,0.0004928715,0.0,0.0,0.0,0.004165022,0.004101812999999999,5.4e-06,0.00360203,0.0387519425,0.0126642765,0.0418186175,0.0,0.005296835,0.324680064,0.0081213485,0.051199412,0.0138360865,0.0097231835,0.0102908655,0.0,0.0413732885,0.0611762585,0.037269969,0.00041652999999999997
Bahrain,6.218,1.44024,0.94397,0.65696,0.47375,0.17147,0.25772,2.27405,Asia,2019,0.0,42,37,Bahrain,6.199,1.362,1.368,0.871,0.536,0.255,0.11,2019.0,76.03,,0.93,0.0041899625,0.0009261995,5.65e-06,2.57e-05,0.0,0.0,4.68e-05,0.0025,0.008513046,0.000285059,6.810000000000001e-06,0.0,0.000126368,0.0023418235,0.001646202,0.0001292535,0.0018171815,2.3775000000000002e-05,3.185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69e-06,0.0,0.0,0.0,2.075e-05,0.0,0.0,0.0,0.0,0.052206315,1.565e-05,1.545e-06,0.0282146375,0.002094973,5.8399999999999997e-05,0.0034004225,0.0022744335,0.0,0.0,0.0,0.0002953195,0.007856071499999999,0.0048462735,0.014284995,0.037231477,0.014911675999999999,0.0159232785,0.041279092,0.0005404345,0.0,0.034469763,0.006090701,0.004045796,0.0130774225,0.0075154855,0.0010867705,0.005412862,0.013384089500000002,0.0116652875,0.0057847395,0.0043568255,0.005778524,0.0020463,0.012285957,0.006347693,0.020579663499999998,0.372624638,0.076752953,0.0,0.0,0.0,0.004417360499999999,0.0075011075,0.0,3.9e-06,0.0,0.0,0.0,0.048068369,0.0128721495,0.0125130005,0.0011290855,0.0,0.0,0.005830686999999999,0.0,0.0046835795,0.0203751675,0.4855127995,0.1439653105,0.020103714,0.0502181325,0.065091615,0.0177964985,0.012555676,0.0789247885,0.001101574,0.0005245905000000001,0.0101137095,0.0008148745,0.0054067605,0.005469313,0.09742667599999999,0.0,0.0001041495,0.0226136095,0.0,1.18e-05,0.0205521185,0.00130427,0.0,0.0,0.0,0.006716003999999999,0.0028257695,5.435e-05,0.0018707055,0.011816973500000001,0.0034144185,0.011899668,0.0,0.0015019815,0.042478466,0.00207218,0.0235561165,0.0119939365,0.0110456225,0.011346613,0.0,0.027650868000000002,0.072728815,0.002548086,0.000111991
